,user_screen_name,username,timestamp,text,sentiment,embedded_text,emojis,comments,likes,retweets,image_link,tweet_url
2948,Loady,@LoadyMcGee,2022-03-24T21:47:37.000Z,"Loady
@LoadyMcGee
·
Mar 24",,"impoverishment / austerity will be rebranded as ""toughness""  old boomers will love it since they think kids today are ""soft""  millennials  xers will be proud to ""sacrifice"" on behalf of ukraine / covid / climate change / whatever ""treats"" meme just a taste of things to come quote tweet disclose tv   · mar  new  biden ""with regard to food shortage its gonna be real ""   ",,2,11,38,"['https://pbs.twimg.com/profile_images/898153945721339904/OFVCkPfR_normal.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1507052905408389122/pu/img/l6XjOLHtt-bgS2LQ.jpg']",https://twitter.com/LoadyMcGee/status/1507111923229212685
5943,KC,@KC46498150,2022-05-30T23:04:55.000Z,"KC
@KC46498150
·
May 31",,replying to   its not china backdown  its the pacific nations that said no politics here  just want solutions for climate change penny wong did her magic ,,1,8,78,,https://twitter.com/KC46498150/status/1531411361095294976
8300,Concept News Central,@cnc_tribunephl,2022-07-13T01:00:57.000Z,"Concept News Central
@cnc_tribunephl
·
Jul 13",,at least over  farmers here benefited from the program of the department of social welfare and development (dswd) that helps communities deal with the impacts of climate change full story …      tribune net ph san fernando farmers get huge lift san fernando pampanga — at least over  farmers here benefited from the program of the department of social welfare and development (dswd) that helps communities deal with the impacts of climate ,,0,0,0,['https://pbs.twimg.com/card_img/1549567696433741824/_5P_mNHw?format=jpg&name=360x360'],https://twitter.com/cnc_tribunephl/status/1547023241901838336
7045,Alexandria Ocasio-Cortez,@AOC,2022-06-24T21:07:26.000Z,"Alexandria Ocasio-Cortez
@AOC
·
Jun 24",,universal healthcare and childcare gun safety combating climate change the gop opposes it all if they refuse to support life after birth how can they claim to believe in it before truth is this is not about life and never has been its about seizing power and control quote tweet the washington post   · jun  from the house floor rep alexandria ocasio cortez (d n y ) said “i think its important for us to also tackle this myth that this is somehow about babies or children or life ” after the supreme court released its decision overturning roe v wade in a  to decision show this thread   k  k,,1905,14900,754000,"['https://pbs.twimg.com/profile_images/1060271522319925257/fJKwJ0r2_normal.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1540424876435070978/pu/img/QHQUNvW80M2Va6Fv.jpg']",https://twitter.com/AOC/status/1540441491281264644
3157,UBC Sustainability,@sustainUBC,2022-03-28T23:00:09.000Z,"UBC Sustainability
@sustainUBC
·
Mar 29",,indigenous rights reconciliation and climate change with kyle whyte (potawatomi nation)  discussing the problems and possibilities indigenous peoples face regarding climate change environmental justice and food sovereignty tue apr   pm pst  ,,0,2,2,['https://pbs.twimg.com/media/FO-NRFqXEAICALO?format=jpg&name=small'],https://twitter.com/sustainUBC/status/1508579727149350914
8542,Lance Forman,@LanceForman,2022-07-15T13:17:07.000Z,"Lance Forman
@LanceForman
·
Jul 15",,in the con home leaders debate all the candidates were asked about energy policy and how they would use this to help with the cost of living crisis only one said she would stop climate change taxes and levies that was liz truss thank goodness she sees sense ,,17,137,395,,https://twitter.com/LanceForman/status/1547933276689408001
4183,Lora Ries,@lora_ries,2022-04-20T21:40:44.000Z,"Lora Ries
@lora_ries
·
Apr 20",,"thought she already solved root causes by sending more  to ngos in central america for climate change and gender issues quote tweet katie pavlich   · apr  psaki biden has full confidence in vp harrisability to get to the bottom of the ""root causes"" of illegal immigration   ",,5,5,23,['https://pbs.twimg.com/profile_images/1493939217164115970/1vLQ140D_normal.jpg'],https://twitter.com/lora_ries/status/1516894662753243138
1388,"Judy !!Manitoba, Canada",@vegashibbs1,2022-02-18T21:43:36.000Z,"Judy !!Manitoba, Canada
@vegashibbs1
·
Feb 18",,wef= have a covid scamdemic and climate change hoax then = fear=depopulation= enslavement=totalitarianism  social credit system = removal of private ownership ,🌸 ✝,1,6,6,,https://twitter.com/vegashibbs1/status/1494789724304809993
8679,rebelfrogguy,@littlegreen250,2022-07-16T18:09:41.000Z,"rebelfrogguy
@littlegreen250
·
Jul 16",,the earth moves in cycles along with the north and south pole so obviously its going to be lovely weather in the uk and people are putting it down to climate change go learn all about the movement cycles of the planets   ,,7,28,96,,https://twitter.com/littlegreen250/status/1548369292810301444
6134,Bruce Haigh,@bruce_haigh,2022-06-04T23:38:02.000Z,"Bruce Haigh
@bruce_haigh
·
Jun 5",,   littleproud spluttering blustering and lying his way through an awful interview times have changed we dont need this crap littleproud the lighrweight climate change is an ideologyicac is a political weaponvoice to parl symbolic ,,101,521,2065,,https://twitter.com/bruce_haigh/status/1533231634966728704
8782,Kurt Schlichter,@KurtSchlichter,2022-07-17T15:54:20.000Z,"Kurt Schlichter
@KurtSchlichter
·
Jul 17",,also climate change is a hoax quote tweet erick erickson   · jul  these people are not well  climate change democrats html…   ,,65,187,770,"['https://pbs.twimg.com/profile_images/1146456323770454016/0yWYsoeg_normal.png', 'https://pbs.twimg.com/media/FX4I1w3VsAAaWOr?format=jpg&name=small']",https://twitter.com/KurtSchlichter/status/1548697617772621824
4792,Tim Soutphommasane,@timsout,2022-05-04T23:24:02.000Z,"Tim Soutphommasane
@timsout
·
May 5",,we are already seeing the effects of climate change in australia  explore the urgent need to address climate risk and transition to clean renewable energy in this policy matters piece  matters html…   views   ,,2,16,33,,https://twitter.com/timsout/status/1521994089977184256
7204,the tiny journal,@_thetinyjournal,2022-06-27T23:38:16.000Z,"the tiny journal
@_thetinyjournal
·
Jun 28",,were ready to weather your submissions that engage with the theme of climate change we invite you to interpret “climate change” broadly and to send us work that speaks to our times hit us with your best shot starting july  ,,0,3,8,['https://pbs.twimg.com/media/FWS-qpNXkAEwicU?format=jpg&name=small'],https://twitter.com/_thetinyjournal/status/1541566615397048321
5969,Caroline Aubry-Wake,@CryoCaro,2022-05-30T22:53:03.000Z,"Caroline Aubry-Wake
@CryoCaro
·
May 31",,replying to   i study how climate change +  retreating alpine glaciers + changes in snow leads to changes in the amount of water in rivers im pretty good (or at least i think i am) at english and media stuff and can hold my own travelling in the mountains ,😅,3,0,22,,https://twitter.com/CryoCaro/status/1531408374729805824
5140,TheyCallMeSirA,@MrMRArmitage,2022-05-12T22:53:57.000Z,"TheyCallMeSirA
@MrMRArmitage
·
May 13",,replying to   matt please pass my warmest regards to seb his thoughtful eloquent responses and his honesty about balancing his career with his beliefs regarding climate change shamed a lot of the politicians who appear on this show i thought he was sound before im ever more convinced ,,1,6,190,,https://twitter.com/MrMRArmitage/status/1524885620463656962
1633,The Clay Travis & Buck Sexton Show,@clayandbuck,2022-02-23T23:15:37.000Z,"The Clay Travis & Buck Sexton Show
@clayandbuck
·
Feb 24",,"peter doocy exposes psaki on climate change and russia ""it is not the case that the biggest threat in  today is global warming or climate change right thats just laughably absurd ""  …   ",,1,9,35,['https://pbs.twimg.com/media/FMUUNg_WUAYrG1X?format=jpg&name=small'],https://twitter.com/clayandbuck/status/1496624817252012033
4370,Peter Isolde,@IsoldePeter,2022-04-24T23:45:41.000Z,"Peter Isolde
@IsoldePeter
·
Apr 25",,replying to   did this genius realize that when a body burns it releases co his net carbon footprint went up he proactively contributed to climate change with this act duh ,,0,0,10,,https://twitter.com/IsoldePeter/status/1518375659030073344
873,Bega Valley Greens,@BegaGreens,2022-02-06T22:23:21.000Z,"Bega Valley Greens
@BegaGreens
·
Feb 6",,climate change fueled bushfires we are now experiencing need to be fought differently using technology to help us find and extinguish them early authorised by d hayden the greens nsw suite d  broadway glebe nsw     ,,1,9,11,['https://pbs.twimg.com/ext_tw_video_thumb/1490450736924495872/pu/img/TK3eN5ONBfFtlh6B.jpg'],https://twitter.com/BegaGreens/status/1490451072993095682
7351,"Cherry ""Inflation Is Not Transient"" Davis",@DACDAC4DAC,2022-06-30T23:48:53.000Z,"Cherry ""Inflation Is Not Transient"" Davis
@DACDAC4DAC
·
Jul 1",,prince charles has advocated upending society to address climate change of course he will take money from oil men to enrich himself none of the elites believe a thing they say about climate change news sky com prince charles accepting bags of cash for his charity would not happen againone of prince charless senior aides has responded in detail to reports that between  and  the heir to the throne was handed €m in cash stuffed into bags by a qatari sheikh for his charit ,,3,2,28,['https://pbs.twimg.com/card_img/1547272570831003650/KuhdPjF2?format=jpg&name=small'],https://twitter.com/DACDAC4DAC/status/1542656450195070978
8263,Mazza #WorstPrimeMinisterEver #ResignJacinda,@maz_righthand,2022-07-13T01:30:21.000Z,"Mazza #WorstPrimeMinisterEver #ResignJacinda
@maz_righthand
·
Jul 13",,"""arderns persistent need to talk climate change is so she can spout incessant environmentalist…"" — boondecker disq us shes thinking big things again arderns persistent need to talk climate change is so she can spout incessant environmentalist fantasy without facts it also means she avoids the realities of geo politics because she knows nothing ",,0,1,2,['https://pbs.twimg.com/card_img/1549019534836768768/lEMN5q6Q?format=jpg&name=240x240'],https://twitter.com/maz_righthand/status/1547030639941406721
3615,Ryan Turnbull,@TurnbullWhitby,2022-04-07T21:53:30.000Z,"Ryan Turnbull
@TurnbullWhitby
·
Apr 7",,an exciting day on the hill with the delivery of  by our min of finance    lots to highlight like affordable housing fighting climate change strengthening healthcare innovation  growing our economy take a  …   ,👀,1,1,27,['https://pbs.twimg.com/media/FPxd6KEXMAMzOaj?format=jpg&name=small'],https://twitter.com/TurnbullWhitby/status/1512186832624226315
6822,Celia W-H,@CeliaWH2,2022-06-19T21:32:21.000Z,"Celia W-H
@CeliaWH2
·
Jun 19",,so much for all the garbage being talked about a climate change crisis then quote tweet    · jun  how long have they been pushing this sea level rising             ,,0,10,14,"['https://pbs.twimg.com/profile_images/1319231961446178816/kzWua0Qj_normal.jpg', 'https://pbs.twimg.com/media/FVn5EyyXwAAuWX1?format=jpg&name=small']",https://twitter.com/CeliaWH2/status/1538635821653319683
3892,McKinsey & Company,@McKinsey,2022-04-13T23:00:01.000Z,"McKinsey & Company
@McKinsey
·
Apr 14",,"""accounting for climate change"" wins the hbr mckinsey award for the best    article of the year congratulations to robert kaplan professor emeritus at    and karthik ramanna of    learn more about the winning story   ",➡,0,2,9,['https://pbs.twimg.com/media/FQQmrGeXoA0l2vf?format=jpg&name=small'],https://twitter.com/McKinsey/status/1514377900774019074
4415,University of Hawaii System,@UHawaiiNews,2022-04-25T23:46:01.000Z,"University of Hawaii System
@UHawaiiNews
·
Apr 26",,pacific islands and alaska climate adaptation science centers join forces  two climate adaptation science centers have joined forces to address similar local challenges as watershed ecosystems undergo climate change         ,➡,0,2,9,['https://pbs.twimg.com/media/FROkR26XwAEUNNb?format=jpg&name=small'],https://twitter.com/UHawaiiNews/status/1518738128743317505
